instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,demand_cluster
5037,2011-08-02,Fall,0,August,18,No,Tuesday,Working Day,Misty/Cloudy,35.26,37.88,34.0,13.0,65,491,556,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5038,2011-08-02,Fall,0,August,19,No,Tuesday,Working Day,Misty/Cloudy,35.26,37.88,36.0,15.0,85,369,454,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5039,2011-08-02,Fall,0,August,20,No,Tuesday,Working Day,Misty/Cloudy,33.62,37.88,46.0,17.0,40,248,288,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5040,2011-08-02,Fall,0,August,21,No,Tuesday,Working Day,Clear/Partly Cloudy,32.8,37.12,52.0,15.0,53,201,254,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5041,2011-08-02,Fall,0,August,22,No,Tuesday,Working Day,Misty/Cloudy,31.98,37.12,59.0,11.0,22,169,191,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5042,2011-08-02,Fall,0,August,23,No,Tuesday,Working Day,Misty/Cloudy,32.8,37.12,49.0,11.0,29,103,132,214,Fall,2011,August,No,Tuesday,Working Day,Clear/Partly Cloudy,32.12,35.35,49.12,13.79,801,4044,4845,Medium Demand
5043,2011-08-03,Fall,0,August,0,No,Wednesday,Working Day,Misty/Cloudy,32.8,37.12,49.0,11.0,11,32,43,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5044,2011-08-03,Fall,0,August,1,No,Wednesday,Working Day,Misty/Cloudy,31.98,35.6,52.0,11.0,7,9,16,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5045,2011-08-03,Fall,0,August,2,No,Wednesday,Working Day,Misty/Cloudy,31.98,35.6,49.0,11.0,2,9,11,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5046,2011-08-03,Fall,0,August,3,No,Wednesday,Working Day,Misty/Cloudy,31.16,34.85,55.0,6.0,0,4,4,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5047,2011-08-03,Fall,0,August,4,No,Wednesday,Working Day,Misty/Cloudy,31.16,34.85,52.0,11.0,0,7,7,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5048,2011-08-03,Fall,0,August,5,No,Wednesday,Working Day,Misty/Cloudy,31.16,34.85,55.0,6.0,2,22,24,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5049,2011-08-03,Fall,0,August,6,No,Wednesday,Working Day,Light Snow/Rain,29.52,34.09,66.0,33.0,9,101,110,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5050,2011-08-03,Fall,0,August,7,No,Wednesday,Working Day,Misty/Cloudy,30.34,33.34,51.0,15.0,19,252,271,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5051,2011-08-03,Fall,0,August,8,No,Wednesday,Working Day,Misty/Cloudy,30.34,33.34,51.0,11.0,29,408,437,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5052,2011-08-03,Fall,0,August,9,No,Wednesday,Working Day,Misty/Cloudy,30.34,34.09,55.0,13.0,23,172,195,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5053,2011-08-03,Fall,0,August,10,No,Wednesday,Working Day,Light Snow/Rain,30.34,34.09,58.0,6.0,9,59,68,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5054,2011-08-03,Fall,0,August,11,No,Wednesday,Working Day,Misty/Cloudy,30.34,34.09,58.0,7.0,29,93,122,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5055,2011-08-03,Fall,0,August,12,No,Wednesday,Working Day,Light Snow/Rain,31.16,34.85,55.0,9.0,19,142,161,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5056,2011-08-03,Fall,0,August,13,No,Wednesday,Working Day,Misty/Cloudy,31.16,35.6,58.0,15.0,37,107,144,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5057,2011-08-03,Fall,0,August,14,No,Wednesday,Working Day,Misty/Cloudy,31.16,35.6,58.0,15.0,43,104,147,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5058,2011-08-03,Fall,0,August,15,No,Wednesday,Working Day,Misty/Cloudy,28.7,33.34,79.0,9.0,31,87,118,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5059,2011-08-03,Fall,0,August,16,No,Wednesday,Working Day,Light Snow/Rain,27.88,31.82,79.0,0.0,21,129,150,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5060,2011-08-03,Fall,0,August,17,No,Wednesday,Working Day,Misty/Cloudy,28.7,33.34,79.0,0.0,47,378,425,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5061,2011-08-03,Fall,0,August,18,No,Wednesday,Working Day,Light Snow/Rain,28.7,33.34,84.0,0.0,49,443,492,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5062,2011-08-03,Fall,0,August,19,No,Wednesday,Working Day,Light Snow/Rain,28.7,33.34,84.0,0.0,51,270,321,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5063,2011-08-03,Fall,0,August,20,No,Wednesday,Working Day,Light Snow/Rain,28.7,33.34,84.0,7.0,7,80,87,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5064,2011-08-03,Fall,0,August,21,No,Wednesday,Working Day,Misty/Cloudy,27.88,31.82,89.0,9.0,7,81,88,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5065,2011-08-03,Fall,0,August,22,No,Wednesday,Working Day,Light Snow/Rain,27.88,31.82,89.0,7.0,11,66,77,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5066,2011-08-03,Fall,0,August,23,No,Wednesday,Working Day,Misty/Cloudy,27.88,31.82,89.0,6.0,4,52,56,215,Fall,2011,August,No,Wednesday,Working Day,Misty/Cloudy,30.0,34.0,65.75,9.08,467,3107,3574,Low Demand
5067,2011-08-04,Fall,0,August,0,No,Thursday,Working Day,Misty/Cloudy,27.88,31.82,89.0,6.0,2,15,17,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5068,2011-08-04,Fall,0,August,1,No,Thursday,Working Day,Misty/Cloudy,27.06,29.54,94.0,6.0,3,14,17,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5069,2011-08-04,Fall,0,August,2,No,Thursday,Working Day,Misty/Cloudy,27.06,29.54,94.0,6.0,2,5,7,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5070,2011-08-04,Fall,0,August,3,No,Thursday,Working Day,Light Snow/Rain,27.06,29.54,94.0,6.0,0,3,3,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5071,2011-08-04,Fall,0,August,4,No,Thursday,Working Day,Misty/Cloudy,27.88,31.82,89.0,0.0,0,7,7,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5072,2011-08-04,Fall,0,August,5,No,Thursday,Working Day,Misty/Cloudy,27.88,31.82,89.0,0.0,3,17,20,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5073,2011-08-04,Fall,0,August,6,No,Thursday,Working Day,Misty/Cloudy,27.88,31.82,89.0,20.0,7,90,97,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5074,2011-08-04,Fall,0,August,7,No,Thursday,Working Day,Misty/Cloudy,27.88,31.82,89.0,20.0,11,271,282,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5075,2011-08-04,Fall,0,August,8,No,Thursday,Working Day,Misty/Cloudy,28.7,32.57,82.0,24.0,29,369,398,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5076,2011-08-04,Fall,0,August,9,No,Thursday,Working Day,Clear/Partly Cloudy,29.52,34.85,74.0,22.0,25,162,187,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5077,2011-08-04,Fall,0,August,10,No,Thursday,Working Day,Clear/Partly Cloudy,29.52,33.34,71.0,20.0,24,89,113,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5078,2011-08-04,Fall,0,August,11,No,Thursday,Working Day,Misty/Cloudy,30.34,34.85,66.0,15.0,37,112,149,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5079,2011-08-04,Fall,0,August,12,No,Thursday,Working Day,Misty/Cloudy,31.16,35.6,62.0,15.0,53,152,205,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5080,2011-08-04,Fall,0,August,13,No,Thursday,Working Day,Clear/Partly Cloudy,31.16,35.6,58.0,0.0,63,142,205,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5081,2011-08-04,Fall,0,August,14,No,Thursday,Working Day,Clear/Partly Cloudy,32.8,37.88,55.0,11.0,53,114,167,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5082,2011-08-04,Fall,0,August,15,No,Thursday,Working Day,Clear/Partly Cloudy,32.8,37.88,55.0,17.0,50,115,165,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5083,2011-08-04,Fall,0,August,16,No,Thursday,Working Day,Clear/Partly Cloudy,31.16,35.6,62.0,22.0,70,220,290,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5084,2011-08-04,Fall,0,August,17,No,Thursday,Working Day,Clear/Partly Cloudy,31.16,35.6,62.0,22.0,91,464,555,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5085,2011-08-04,Fall,0,August,18,No,Thursday,Working Day,Clear/Partly Cloudy,28.7,33.34,74.0,20.0,88,435,523,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5086,2011-08-04,Fall,0,August,19,No,Thursday,Working Day,Clear/Partly Cloudy,28.7,33.34,74.0,19.0,65,301,366,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5087,2011-08-04,Fall,0,August,20,No,Thursday,Working Day,Misty/Cloudy,28.7,33.34,74.0,13.0,41,245,286,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5088,2011-08-04,Fall,0,August,21,No,Thursday,Working Day,Misty/Cloudy,28.7,33.34,74.0,13.0,25,186,211,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5089,2011-08-04,Fall,0,August,22,No,Thursday,Working Day,Clear/Partly Cloudy,27.88,31.82,74.0,13.0,33,141,174,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5090,2011-08-04,Fall,0,August,23,No,Thursday,Working Day,Clear/Partly Cloudy,27.06,31.06,74.0,7.0,24,108,132,216,Fall,2011,August,No,Thursday,Working Day,Misty/Cloudy,29.11,33.24,75.75,13.21,799,3777,4576,Medium Demand
5091,2011-08-05,Fall,0,August,0,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,74.0,7.0,13,41,54,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5092,2011-08-05,Fall,0,August,1,No,Friday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,6.0,3,16,19,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5093,2011-08-05,Fall,0,August,2,No,Friday,Working Day,Clear/Partly Cloudy,27.06,31.06,69.0,0.0,5,14,19,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5094,2011-08-05,Fall,0,August,3,No,Friday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,6.0,0,6,6,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5095,2011-08-05,Fall,0,August,4,No,Friday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,9.0,1,6,7,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5096,2011-08-05,Fall,0,August,5,No,Friday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,6.0,0,16,16,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5097,2011-08-05,Fall,0,August,6,No,Friday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,9.0,7,94,101,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5098,2011-08-05,Fall,0,August,7,No,Friday,Working Day,Clear/Partly Cloudy,27.06,30.3,78.0,9.0,23,247,270,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5099,2011-08-05,Fall,0,August,8,No,Friday,Working Day,Clear/Partly Cloudy,28.7,32.57,65.0,15.0,39,415,454,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5100,2011-08-05,Fall,0,August,9,No,Friday,Working Day,Clear/Partly Cloudy,29.52,33.34,58.0,7.0,43,183,226,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5101,2011-08-05,Fall,0,August,10,No,Friday,Working Day,Clear/Partly Cloudy,30.34,34.09,55.0,9.0,50,113,163,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5102,2011-08-05,Fall,0,August,11,No,Friday,Working Day,Misty/Cloudy,31.16,34.85,52.0,17.0,44,103,147,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5103,2011-08-05,Fall,0,August,12,No,Friday,Working Day,Clear/Partly Cloudy,31.16,34.85,52.0,17.0,57,159,216,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5104,2011-08-05,Fall,0,August,13,No,Friday,Working Day,Clear/Partly Cloudy,31.98,35.6,52.0,17.0,40,164,204,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5105,2011-08-05,Fall,0,August,14,No,Friday,Working Day,Misty/Cloudy,31.98,35.6,52.0,17.0,81,164,245,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5106,2011-08-05,Fall,0,August,15,No,Friday,Working Day,Clear/Partly Cloudy,31.16,34.85,55.0,17.0,50,160,210,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5107,2011-08-05,Fall,0,August,16,No,Friday,Working Day,Clear/Partly Cloudy,32.8,37.12,49.0,17.0,76,254,330,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5108,2011-08-05,Fall,0,August,17,No,Friday,Working Day,Clear/Partly Cloudy,31.98,35.6,49.0,20.0,84,466,550,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5109,2011-08-05,Fall,0,August,18,No,Friday,Working Day,Clear/Partly Cloudy,31.16,34.85,52.0,17.0,105,361,466,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5110,2011-08-05,Fall,0,August,19,No,Friday,Working Day,Clear/Partly Cloudy,30.34,34.09,55.0,17.0,90,282,372,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5111,2011-08-05,Fall,0,August,20,No,Friday,Working Day,Clear/Partly Cloudy,29.52,33.34,58.0,15.0,70,221,291,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5112,2011-08-05,Fall,0,August,21,No,Friday,Working Day,Clear/Partly Cloudy,28.7,32.57,65.0,13.0,54,119,173,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5113,2011-08-05,Fall,0,August,22,No,Friday,Working Day,Clear/Partly Cloudy,28.7,32.57,65.0,15.0,51,137,188,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5114,2011-08-05,Fall,0,August,23,No,Friday,Working Day,Clear/Partly Cloudy,27.88,31.82,69.0,15.0,37,102,139,217,Fall,2011,August,No,Friday,Working Day,Clear/Partly Cloudy,29.14,32.83,63.08,12.37,1023,3843,4866,Medium Demand
5115,2011-08-06,Fall,0,August,0,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.06,30.3,78.0,13.0,29,104,133,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5116,2011-08-06,Fall,0,August,1,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.06,30.3,78.0,11.0,17,50,67,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5117,2011-08-06,Fall,0,August,2,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.06,30.3,78.0,15.0,14,39,53,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5118,2011-08-06,Fall,0,August,3,No,Saturday,Weekend/Holiday,Misty/Cloudy,27.06,30.3,78.0,11.0,14,28,42,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5119,2011-08-06,Fall,0,August,4,No,Saturday,Weekend/Holiday,Misty/Cloudy,27.06,30.3,83.0,11.0,5,5,10,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5120,2011-08-06,Fall,0,August,5,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,26.24,28.79,89.0,6.0,2,4,6,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5121,2011-08-06,Fall,0,August,6,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,26.24,28.79,89.0,7.0,5,22,27,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5122,2011-08-06,Fall,0,August,7,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.88,31.82,83.0,11.0,14,49,63,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5123,2011-08-06,Fall,0,August,8,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.88,31.82,83.0,11.0,27,94,121,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5124,2011-08-06,Fall,0,August,9,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,34.85,70.0,15.0,60,155,215,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5125,2011-08-06,Fall,0,August,10,No,Saturday,Weekend/Holiday,Misty/Cloudy,30.34,34.85,70.0,19.0,91,199,290,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5126,2011-08-06,Fall,0,August,11,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,31.98,37.12,62.0,15.0,138,211,349,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5127,2011-08-06,Fall,0,August,12,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,32.8,37.88,55.0,15.0,130,252,382,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5128,2011-08-06,Fall,0,August,13,No,Saturday,Weekend/Holiday,Misty/Cloudy,32.8,38.64,59.0,22.0,176,265,441,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5129,2011-08-06,Fall,0,August,14,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,38.64,52.0,17.0,176,204,380,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5130,2011-08-06,Fall,0,August,15,No,Saturday,Weekend/Holiday,Misty/Cloudy,34.44,40.15,53.0,17.0,130,232,362,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5131,2011-08-06,Fall,0,August,16,No,Saturday,Weekend/Holiday,Light Snow/Rain,30.34,35.6,79.0,11.0,155,188,343,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5132,2011-08-06,Fall,0,August,17,No,Saturday,Weekend/Holiday,Light Snow/Rain,30.34,35.6,79.0,11.0,61,88,149,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5133,2011-08-06,Fall,0,August,18,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.52,34.85,79.0,30.0,81,130,211,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5134,2011-08-06,Fall,0,August,19,No,Saturday,Weekend/Holiday,Light Snow/Rain,29.52,35.6,84.0,17.0,57,114,171,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5135,2011-08-06,Fall,0,August,20,No,Saturday,Weekend/Holiday,Light Snow/Rain,29.52,34.85,79.0,19.0,58,79,137,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5136,2011-08-06,Fall,0,August,21,No,Saturday,Weekend/Holiday,Misty/Cloudy,28.7,33.34,84.0,22.0,28,86,114,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5137,2011-08-06,Fall,0,August,22,No,Saturday,Weekend/Holiday,Misty/Cloudy,28.7,33.34,84.0,22.0,24,96,120,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5138,2011-08-06,Fall,0,August,23,No,Saturday,Weekend/Holiday,Light Snow/Rain,28.7,33.34,84.0,19.0,29,79,108,218,Fall,2011,August,No,Saturday,Weekend/Holiday,Misty/Cloudy,29.38,33.81,75.5,15.29,1521,2773,4294,Medium Demand
5139,2011-08-07,Fall,0,August,0,No,Sunday,Weekend/Holiday,Misty/Cloudy,28.7,33.34,84.0,19.0,14,66,80,219,Fall,2011,August,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,30.44,35.76,75.29,13.5,1298,2487,3785,Medium Demand
